Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,source_league,source_season,source_provider
BUNDESLIGA,26/02/2022,Eintracht Frankfurt,FC Bayern München,0,1,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,26/02/2022,SC Freiburg,Hertha BSC,3,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,26/02/2022,SpVgg Greuther Fürth 1903,1. FC Köln,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,27/02/2022,FC Augsburg,Borussia Dortmund,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,27/02/2022,VfL Bochum 1848,RB Leipzig,0,1,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,04/03/2022,Arminia Bielefeld,FC Augsburg,0,1,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,05/03/2022,FC Bayern München,Bayer 04 Leverkusen,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,05/03/2022,Hertha BSC,Eintracht Frankfurt,1,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,05/03/2022,RB Leipzig,SC Freiburg,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,05/03/2022,VfB Stuttgart,Borussia Mönchengladbach,3,2,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,05/03/2022,VfL Bochum 1848,SpVgg Greuther Fürth 1903,2,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,05/03/2022,VfL Wolfsburg,1. FC Union Berlin,1,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,06/03/2022,1. FC Köln,TSG 1899 Hoffenheim,0,1,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,12/03/2022,1. FC Union Berlin,VfB Stuttgart,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,12/03/2022,Borussia Mönchengladbach,Hertha BSC,2,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,12/03/2022,SC Freiburg,VfL Wolfsburg,3,2,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,12/03/2022,TSG 1899 Hoffenheim,FC Bayern München,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,13/03/2022,Bayer 04 Leverkusen,1. FC Köln,0,1,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,13/03/2022,Borussia Dortmund,Arminia Bielefeld,1,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,13/03/2022,Eintracht Frankfurt,VfL Bochum 1848,2,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,13/03/2022,SpVgg Greuther Fürth 1903,RB Leipzig,1,6,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,16/03/2022,1. FSV Mainz 05,Borussia Dortmund,0,1,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,18/03/2022,VfL Bochum 1848,Borussia Mönchengladbach,0,2,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,19/03/2022,1. FSV Mainz 05,Arminia Bielefeld,4,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,19/03/2022,FC Bayern München,1. FC Union Berlin,4,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,19/03/2022,Hertha BSC,TSG 1899 Hoffenheim,3,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,19/03/2022,SpVgg Greuther Fürth 1903,SC Freiburg,0,0,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,19/03/2022,VfB Stuttgart,FC Augsburg,3,2,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,20/03/2022,1. FC Köln,Borussia Dortmund,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,20/03/2022,RB Leipzig,Eintracht Frankfurt,0,0,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,20/03/2022,VfL Wolfsburg,Bayer 04 Leverkusen,0,2,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,01/04/2022,1. FC Union Berlin,1. FC Köln,1,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,02/04/2022,Arminia Bielefeld,VfB Stuttgart,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,02/04/2022,Bayer 04 Leverkusen,Hertha BSC,2,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,02/04/2022,Borussia Dortmund,RB Leipzig,1,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,02/04/2022,Eintracht Frankfurt,SpVgg Greuther Fürth 1903,0,0,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,02/04/2022,SC Freiburg,FC Bayern München,1,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,02/04/2022,TSG 1899 Hoffenheim,VfL Bochum 1848,1,2,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,03/04/2022,Borussia Mönchengladbach,1. FSV Mainz 05,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,03/04/2022,FC Augsburg,VfL Wolfsburg,3,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,06/04/2022,FC Augsburg,1. FSV Mainz 05,2,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,08/04/2022,VfB Stuttgart,Borussia Dortmund,0,2,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,09/04/2022,1. FC Köln,1. FSV Mainz 05,3,2,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,09/04/2022,FC Bayern München,FC Augsburg,1,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,09/04/2022,Hertha BSC,1. FC Union Berlin,1,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,09/04/2022,SpVgg Greuther Fürth 1903,Borussia Mönchengladbach,0,2,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,09/04/2022,VfL Wolfsburg,Arminia Bielefeld,4,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,10/04/2022,Eintracht Frankfurt,SC Freiburg,1,2,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,10/04/2022,RB Leipzig,TSG 1899 Hoffenheim,3,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,10/04/2022,VfL Bochum 1848,Bayer 04 Leverkusen,0,0,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,16/04/2022,1. FSV Mainz 05,VfB Stuttgart,0,0,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,16/04/2022,Borussia Dortmund,VfL Wolfsburg,6,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,16/04/2022,Borussia Mönchengladbach,1. FC Köln,1,3,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,16/04/2022,FC Augsburg,Hertha BSC,0,1,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,16/04/2022,SC Freiburg,VfL Bochum 1848,3,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,17/04/2022,1. FC Union Berlin,Eintracht Frankfurt,2,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,17/04/2022,Arminia Bielefeld,FC Bayern München,0,3,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,17/04/2022,Bayer 04 Leverkusen,RB Leipzig,0,1,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,17/04/2022,TSG 1899 Hoffenheim,SpVgg Greuther Fürth 1903,0,0,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,22/04/2022,VfL Wolfsburg,1. FSV Mainz 05,5,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,23/04/2022,1. FC Köln,Arminia Bielefeld,3,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,23/04/2022,Eintracht Frankfurt,TSG 1899 Hoffenheim,2,2,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,23/04/2022,FC Bayern München,Borussia Dortmund,3,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,23/04/2022,RB Leipzig,1. FC Union Berlin,1,2,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,23/04/2022,SC Freiburg,Borussia Mönchengladbach,3,3,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,23/04/2022,SpVgg Greuther Fürth 1903,Bayer 04 Leverkusen,1,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,24/04/2022,Hertha BSC,VfB Stuttgart,2,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,24/04/2022,VfL Bochum 1848,FC Augsburg,0,2,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,29/04/2022,1. FC Union Berlin,SpVgg Greuther Fürth 1903,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,30/04/2022,1. FSV Mainz 05,FC Bayern München,3,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,30/04/2022,Arminia Bielefeld,Hertha BSC,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,30/04/2022,Borussia Dortmund,VfL Bochum 1848,3,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,30/04/2022,FC Augsburg,1. FC Köln,1,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,30/04/2022,TSG 1899 Hoffenheim,SC Freiburg,3,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,30/04/2022,VfB Stuttgart,VfL Wolfsburg,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,02/05/2022,Bayer 04 Leverkusen,Eintracht Frankfurt,2,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,02/05/2022,Borussia Mönchengladbach,RB Leipzig,3,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,06/05/2022,VfL Bochum 1848,Arminia Bielefeld,2,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,07/05/2022,1. FC Köln,VfL Wolfsburg,0,1,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,07/05/2022,Hertha BSC,1. FSV Mainz 05,1,2,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,07/05/2022,SC Freiburg,1. FC Union Berlin,1,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,07/05/2022,SpVgg Greuther Fürth 1903,Borussia Dortmund,1,3,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,07/05/2022,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,2,4,A,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,08/05/2022,Eintracht Frankfurt,Borussia Mönchengladbach,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,08/05/2022,FC Bayern München,VfB Stuttgart,2,2,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,08/05/2022,RB Leipzig,FC Augsburg,4,0,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,14/05/2022,1. FC Union Berlin,VfL Bochum 1848,3,2,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,14/05/2022,1. FSV Mainz 05,Eintracht Frankfurt,2,2,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,14/05/2022,Arminia Bielefeld,RB Leipzig,1,1,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,14/05/2022,Bayer 04 Leverkusen,SC Freiburg,2,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,14/05/2022,Borussia Dortmund,Hertha BSC,2,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,14/05/2022,Borussia Mönchengladbach,TSG 1899 Hoffenheim,5,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,14/05/2022,FC Augsburg,SpVgg Greuther Fürth 1903,2,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,14/05/2022,VfB Stuttgart,1. FC Köln,2,1,H,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,14/05/2022,VfL Wolfsburg,FC Bayern München,2,2,D,BUNDESLIGA,2021-22,openfootball
BUNDESLIGA,05/08/2022,Eintracht Frankfurt,FC Bayern München,1,6,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,06/08/2022,1. FC Union Berlin,Hertha BSC,3,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,06/08/2022,Borussia Dortmund,Bayer 04 Leverkusen,1,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,06/08/2022,Borussia Mönchengladbach,TSG 1899 Hoffenheim,3,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,06/08/2022,FC Augsburg,SC Freiburg,0,4,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,06/08/2022,VfL Bochum 1848,1. FSV Mainz 05,1,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,06/08/2022,VfL Wolfsburg,SV Werder Bremen,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,07/08/2022,1. FC Köln,FC Schalke 04,3,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,07/08/2022,VfB Stuttgart,RB Leipzig,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,12/08/2022,SC Freiburg,Borussia Dortmund,1,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,13/08/2022,Bayer 04 Leverkusen,FC Augsburg,1,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,13/08/2022,FC Schalke 04,Borussia Mönchengladbach,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,13/08/2022,Hertha BSC,Eintracht Frankfurt,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,13/08/2022,RB Leipzig,1. FC Köln,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,13/08/2022,SV Werder Bremen,VfB Stuttgart,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,13/08/2022,TSG 1899 Hoffenheim,VfL Bochum 1848,3,2,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,14/08/2022,1. FSV Mainz 05,1. FC Union Berlin,0,0,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,14/08/2022,FC Bayern München,VfL Wolfsburg,2,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,19/08/2022,Borussia Mönchengladbach,Hertha BSC,1,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,20/08/2022,1. FC Union Berlin,RB Leipzig,2,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,20/08/2022,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,0,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,20/08/2022,Borussia Dortmund,SV Werder Bremen,2,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,20/08/2022,FC Augsburg,1. FSV Mainz 05,1,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,20/08/2022,VfB Stuttgart,SC Freiburg,0,1,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,20/08/2022,VfL Wolfsburg,FC Schalke 04,0,0,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,21/08/2022,Eintracht Frankfurt,1. FC Köln,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,21/08/2022,VfL Bochum 1848,FC Bayern München,0,7,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,26/08/2022,SC Freiburg,VfL Bochum 1848,1,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,27/08/2022,1. FSV Mainz 05,Bayer 04 Leverkusen,0,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,27/08/2022,FC Bayern München,Borussia Mönchengladbach,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,27/08/2022,FC Schalke 04,1. FC Union Berlin,1,6,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,27/08/2022,Hertha BSC,Borussia Dortmund,0,1,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,27/08/2022,RB Leipzig,VfL Wolfsburg,2,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,27/08/2022,TSG 1899 Hoffenheim,FC Augsburg,1,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,28/08/2022,1. FC Köln,VfB Stuttgart,0,0,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,28/08/2022,SV Werder Bremen,Eintracht Frankfurt,3,4,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,02/09/2022,Borussia Dortmund,TSG 1899 Hoffenheim,1,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,03/09/2022,1. FC Union Berlin,FC Bayern München,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,03/09/2022,Bayer 04 Leverkusen,SC Freiburg,2,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,03/09/2022,Eintracht Frankfurt,RB Leipzig,4,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,03/09/2022,VfB Stuttgart,FC Schalke 04,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,03/09/2022,VfL Bochum 1848,SV Werder Bremen,0,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,03/09/2022,VfL Wolfsburg,1. FC Köln,2,4,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,04/09/2022,Borussia Mönchengladbach,1. FSV Mainz 05,0,1,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,04/09/2022,FC Augsburg,Hertha BSC,0,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,09/09/2022,SV Werder Bremen,FC Augsburg,0,1,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,10/09/2022,Eintracht Frankfurt,VfL Wolfsburg,0,1,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,10/09/2022,FC Bayern München,VfB Stuttgart,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,10/09/2022,FC Schalke 04,VfL Bochum 1848,3,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,10/09/2022,Hertha BSC,Bayer 04 Leverkusen,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,10/09/2022,RB Leipzig,Borussia Dortmund,3,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,10/09/2022,TSG 1899 Hoffenheim,1. FSV Mainz 05,4,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,11/09/2022,1. FC Köln,1. FC Union Berlin,0,1,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,11/09/2022,SC Freiburg,Borussia Mönchengladbach,0,0,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,16/09/2022,1. FSV Mainz 05,Hertha BSC,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,17/09/2022,Bayer 04 Leverkusen,SV Werder Bremen,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,17/09/2022,Borussia Dortmund,FC Schalke 04,1,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,17/09/2022,Borussia Mönchengladbach,RB Leipzig,3,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,17/09/2022,FC Augsburg,FC Bayern München,1,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,17/09/2022,VfB Stuttgart,Eintracht Frankfurt,1,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,18/09/2022,1. FC Union Berlin,VfL Wolfsburg,2,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,18/09/2022,TSG 1899 Hoffenheim,SC Freiburg,0,0,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,18/09/2022,VfL Bochum 1848,1. FC Köln,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,30/09/2022,FC Bayern München,Bayer 04 Leverkusen,4,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,01/10/2022,1. FC Köln,Borussia Dortmund,3,2,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,01/10/2022,Eintracht Frankfurt,1. FC Union Berlin,2,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,01/10/2022,RB Leipzig,VfL Bochum 1848,4,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,01/10/2022,SC Freiburg,1. FSV Mainz 05,2,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,01/10/2022,SV Werder Bremen,Borussia Mönchengladbach,5,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,01/10/2022,VfL Wolfsburg,VfB Stuttgart,3,2,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,02/10/2022,FC Schalke 04,FC Augsburg,2,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,02/10/2022,Hertha BSC,TSG 1899 Hoffenheim,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,07/10/2022,TSG 1899 Hoffenheim,SV Werder Bremen,1,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,08/10/2022,1. FSV Mainz 05,RB Leipzig,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,08/10/2022,Bayer 04 Leverkusen,FC Schalke 04,4,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,08/10/2022,Borussia Dortmund,FC Bayern München,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,08/10/2022,FC Augsburg,VfL Wolfsburg,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,08/10/2022,VfL Bochum 1848,Eintracht Frankfurt,3,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,09/10/2022,Borussia Mönchengladbach,1. FC Köln,5,2,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,09/10/2022,Hertha BSC,SC Freiburg,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,09/10/2022,VfB Stuttgart,1. FC Union Berlin,0,1,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,14/10/2022,FC Schalke 04,TSG 1899 Hoffenheim,0,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,15/10/2022,Eintracht Frankfurt,Bayer 04 Leverkusen,5,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,15/10/2022,RB Leipzig,Hertha BSC,3,2,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,15/10/2022,SV Werder Bremen,1. FSV Mainz 05,0,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,15/10/2022,VfB Stuttgart,VfL Bochum 1848,4,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,15/10/2022,VfL Wolfsburg,Borussia Mönchengladbach,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,16/10/2022,1. FC Köln,FC Augsburg,3,2,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,16/10/2022,1. FC Union Berlin,Borussia Dortmund,2,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,16/10/2022,FC Bayern München,SC Freiburg,5,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,21/10/2022,1. FSV Mainz 05,1. FC Köln,5,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,22/10/2022,Bayer 04 Leverkusen,VfL Wolfsburg,2,2,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,22/10/2022,Borussia Dortmund,VfB Stuttgart,5,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,22/10/2022,Borussia Mönchengladbach,Eintracht Frankfurt,1,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,22/10/2022,FC Augsburg,RB Leipzig,3,3,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,22/10/2022,SC Freiburg,SV Werder Bremen,2,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,22/10/2022,TSG 1899 Hoffenheim,FC Bayern München,0,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,23/10/2022,Hertha BSC,FC Schalke 04,2,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,23/10/2022,VfL Bochum 1848,1. FC Union Berlin,2,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,28/10/2022,SV Werder Bremen,Hertha BSC,1,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,29/10/2022,Eintracht Frankfurt,Borussia Dortmund,1,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,29/10/2022,FC Bayern München,1. FSV Mainz 05,6,2,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,29/10/2022,RB Leipzig,Bayer 04 Leverkusen,2,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,29/10/2022,VfB Stuttgart,FC Augsburg,2,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,29/10/2022,VfL Wolfsburg,VfL Bochum 1848,4,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,30/10/2022,1. FC Köln,TSG 1899 Hoffenheim,1,1,D,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,30/10/2022,1. FC Union Berlin,Borussia Mönchengladbach,2,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,30/10/2022,FC Schalke 04,SC Freiburg,0,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,04/11/2022,Borussia Mönchengladbach,VfB Stuttgart,3,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,05/11/2022,1. FSV Mainz 05,VfL Wolfsburg,0,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,05/11/2022,Borussia Dortmund,VfL Bochum 1848,3,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,05/11/2022,FC Augsburg,Eintracht Frankfurt,1,2,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,05/11/2022,Hertha BSC,FC Bayern München,2,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,05/11/2022,SV Werder Bremen,FC Schalke 04,2,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,05/11/2022,TSG 1899 Hoffenheim,RB Leipzig,1,3,A,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,06/11/2022,Bayer 04 Leverkusen,1. FC Union Berlin,5,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,06/11/2022,SC Freiburg,1. FC Köln,2,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,08/11/2022,FC Bayern München,SV Werder Bremen,6,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,08/11/2022,VfB Stuttgart,Hertha BSC,2,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,08/11/2022,VfL Bochum 1848,Borussia Mönchengladbach,2,1,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,08/11/2022,VfL Wolfsburg,Borussia Dortmund,2,0,H,BUNDESLIGA,2022-23,openfootball
BUNDESLIGA,09/11/2022,1. FC Köln,Bayer 04 Leverkusen,1,2,A,BUNDESLIGA,2022-23,openfootball
